TEODP Subset Summer 2017 CPU:ProgramCode_DP-CR3000_Updated_28-Jul-2016.CR3,,,,,,,,,,,,,
TimeStamp,WS10mMax_m/s,WS10mMin_m/s,WS10mAvg_m/s,WS10mStd_m/s,WS2mMax_m/s,WS2mMin_m/s,WS2mAvg_m/s,WS2mStd_m/s,WindDir10m_Deg,AirT10mAvg_DegC,AirT2mAvg_DegC,BPAvg_mmHg,RH_Perc
6/4/2017 15:15,3.43,1.33,2.21,0.47,3.18,0.7,1.73,0.44,23.1,27.48,27.67,459.5,54.2
6/4/2017 15:30,3.15,0.72,1.8,0.52,3.1,0.25,1.4,0.59,7.672,27.68,27.91,459.5,53.25
6/4/2017 15:45,2.31,0.21,1.41,0.46,2.05,0,1.09,0.51,50.9,28.22,28.53,459.5,52.79
6/4/2017 16:00,3.44,0.54,1.88,0.58,3.03,0,1.65,0.59,42.56,28.45,28.85,459.5,50.52
6/4/2017 16:15,2.76,0,1.13,0.87,2.73,0,0.92,0.92,336.7,28.95,29.2,458.8,49.95
6/4/2017 16:30,2.83,0.4,1.83,0.55,2.5,0,1.43,0.56,349.9,27.67,27.84,458.8,54.9
6/4/2017 16:45,4.74,0,1.5,1.11,4,0,1.03,0.97,194.6,27.14,27.19,458.8,61.26
6/4/2017 17:00,8.36,2.54,5.21,1.12,6.78,2.65,4.18,0.89,201.7,23.9,24.05,458.8,73.46
6/4/2017 17:15,6.72,1.5,4.59,1.14,5.05,1.53,3.46,0.89,249.6,22.87,22.93,461.3,80.2
6/4/2017 17:30,6.33,1.57,3.96,0.84,4.23,1.23,2.99,0.66,212.1,22.81,22.79,461.3,80.8
6/4/2017 17:45,6.52,0.85,3.05,0.95,4.75,0.7,2.32,0.78,209,22.2,22.21,461.3,85.6
6/4/2017 18:00,4.17,1.99,2.93,0.42,2.8,1.3,2.11,0.35,228.2,22.3,22.26,461.4,85.9
6/4/2017 18:15,2.87,0.45,1.7,0.55,2.28,0,0.87,0.6,256.8,22.65,22.53,465.4,79.88
6/4/2017 18:30,2.64,0.86,1.67,0.37,1.9,0,0.63,0.56,255,23.33,23.16,465.4,74.98
6/4/2017 18:45,2.07,0.9,1.36,0.26,1.53,0,0.71,0.44,188,24.16,24.14,465.4,72.78
6/4/2017 19:00,1.95,0.79,1.41,0.29,1.83,0,0.92,0.46,196.6,24.45,24.64,465.4,71.4
6/4/2017 19:15,2.15,0.46,1.33,0.32,1.83,0,0.59,0.52,229.8,24.62,24.96,464.3,73.15
6/4/2017 19:30,2.18,0.43,1.4,0.4,1.83,0,0.83,0.52,250.5,25.2,25.39,464.3,72.12
6/4/2017 19:45,2.63,0.7,1.6,0.46,2.05,0,0.88,0.57,281.5,25.44,25.7,464.3,69.74
6/4/2017 20:00,2.89,0.28,1.55,0.57,2.43,0,0.78,0.57,167.9,25.35,25.49,464.2,73
6/4/2017 20:15,3.49,0.78,2.04,0.7,3.18,0,1.73,0.68,144.5,24.42,24.49,463.1,75.67
6/4/2017 20:30,2.06,0.37,1.06,0.4,1.53,0,0.41,0.53,155.9,24.18,24.17,463.1,76.73
6/4/2017 20:45,2.82,1.09,1.87,0.44,2.28,0,1.36,0.48,167.2,23.96,23.85,463.1,78.03
6/4/2017 21:00,2.8,1.16,1.9,0.38,2.13,0.25,1.26,0.39,186.8,23.47,23.33,463.1,80.5
6/4/2017 21:15,2.24,0.85,1.54,0.35,2.05,0,1,0.4,145.9,23.09,22.98,464.3,82.4
6/4/2017 21:30,2.11,0.74,1.33,0.25,1.3,0,0.67,0.39,79.2,23.06,22.83,464.3,82.1
6/4/2017 21:45,1.28,0.27,0.75,0.27,1.15,0,0.13,0.28,182.2,23.26,22.87,464.3,80.9
6/4/2017 22:00,1.4,0.56,0.95,0.21,1,0,0.2,0.29,192.9,23.55,23.03,464.4,79.14
6/4/2017 22:15,2.15,0,1.16,0.5,1.68,0,0.46,0.55,162,23.56,23.2,465.2,79.37
6/4/2017 22:30,2.16,0.69,1.32,0.35,1.53,0,0.69,0.46,161.6,23.12,22.92,465.2,81.9
6/4/2017 22:45,2.21,0.93,1.53,0.29,1.75,0,0.7,0.46,197.3,23,22.69,465.2,82.4
6/4/2017 23:00,1.6,0.82,1.25,0.16,0.7,0,0.06,0.17,170.5,22.83,22.4,465.2,84
6/4/2017 23:15,2.19,0.86,1.47,0.31,1.38,0,0.64,0.49,155.5,22.74,22.39,466.7,85.2
6/4/2017 23:30,1.82,0.95,1.33,0.23,1.3,0,0.65,0.36,178.2,22.44,22.19,466.7,87.8
6/4/2017 23:45,1.45,0.62,1.07,0.18,0.85,0,0.1,0.23,189.5,22.17,21.91,466.7,89.2
6/5/2017 0:00,2.25,1.05,1.53,0.28,1.38,0,0.41,0.42,205.2,22.08,21.82,466.7,90.1
6/5/2017 0:15,2.42,0.94,1.74,0.33,1.68,0,0.96,0.37,185.4,21.91,21.72,467.4,91.1
6/5/2017 0:30,2.08,0.96,1.51,0.24,1.53,0,0.84,0.4,167,21.96,21.74,467.4,91.2
6/5/2017 0:45,2.08,0.86,1.47,0.3,1.53,0,0.8,0.44,164.5,21.85,21.64,467.4,91.4
6/5/2017 1:00,2.17,1.02,1.62,0.29,1.6,0,0.81,0.44,173.9,21.64,21.47,467.4,91.9
6/5/2017 1:15,2,0.66,1.36,0.27,1.68,0,0.69,0.53,142.7,21.59,21.43,467.7,92.2
6/5/2017 1:30,1.96,0.72,1.36,0.24,1.75,0,0.96,0.37,150.1,21.6,21.48,467.7,92.1
6/5/2017 1:45,1.99,0.76,1.41,0.25,1.38,0,0.75,0.37,170.9,21.53,21.38,467.7,92.6
6/5/2017 2:00,2.05,1.18,1.62,0.17,1.45,0.33,1.04,0.23,160.8,21.46,21.34,467.7,92.7
6/5/2017 2:15,2.02,0.95,1.54,0.23,1.45,0,0.81,0.41,178.5,21.42,21.27,467.8,93.2
6/5/2017 2:30,2.2,1.2,1.62,0.2,1.53,0,0.87,0.38,168.8,21.4,21.29,467.8,93.3
6/5/2017 2:45,2.5,1.18,1.66,0.28,1.83,0,0.83,0.44,175.1,21.4,21.3,467.8,93.3
6/5/2017 3:00,2.23,1.35,1.69,0.18,1.45,0,0.97,0.3,182.1,21.37,21.22,467.8,93.4
6/5/2017 3:15,2.25,1.02,1.63,0.28,1.45,0,0.69,0.43,200.6,21.32,21.15,467.9,93.4
6/5/2017 3:30,1.98,0.55,1.17,0.3,1.23,0,0.2,0.35,211.3,21.17,21.03,467.9,93.4
6/5/2017 3:45,1.93,0.58,1.31,0.27,1.15,0,0.26,0.35,207,21,20.87,467.9,93.6
6/5/2017 4:00,1.67,0.63,1.16,0.21,1.08,0,0.15,0.28,207.7,20.94,20.83,467.9,93.8
6/5/2017 4:15,1.59,0.64,1.05,0.2,1,0,0.28,0.38,197.8,21.07,20.97,468.5,93.8
6/5/2017 4:30,1.21,0.55,0.87,0.15,1.15,0,0.08,0.23,125.6,21.13,21.04,468.5,93.8
6/5/2017 4:45,1.56,0,0.81,0.37,1.45,0,0.14,0.34,168.8,21.12,21.01,468.5,93.7
6/5/2017 5:00,1.35,0,0.78,0.43,0.93,0,0.12,0.24,183.8,21.09,20.92,468.5,93.6
6/5/2017 5:15,1.54,0,0.93,0.45,0.85,0,0.1,0.24,145,21.01,20.85,468.6,93.8
6/5/2017 5:30,1.4,0,0.36,0.51,0.48,0,0.01,0.06,214.9,20.96,20.87,468.6,93.9
6/5/2017 5:45,1.23,0.27,0.73,0.25,0.93,0,0.08,0.22,228.9,20.97,20.93,468.6,93.9
6/5/2017 6:00,0.73,0,0.21,0.2,0,0,0,0,186.1,20.86,20.83,468.6,93.9
6/5/2017 6:15,0.69,0,0.18,0.21,0,0,0,0,143.6,20.81,20.76,468.8,94
6/5/2017 6:30,0.84,0,0.2,0.24,0,0,0,0,204.5,20.84,20.8,468.8,94.1
6/5/2017 6:45,0.77,0,0.15,0.23,0,0,0,0,186.1,20.84,20.82,468.8,94.1
6/5/2017 7:00,0.89,0,0.05,0.18,0,0,0,0,328.9,20.9,20.85,468.8,94.2
6/5/2017 7:15,2,0.37,1.14,0.44,1.6,0,0.62,0.58,300.5,20.92,20.93,468.4,94.1
6/5/2017 7:30,2.22,0.48,1.47,0.42,1.83,0,1.01,0.49,342.4,20.7,20.77,468.4,94.3
6/5/2017 7:45,1.62,0,0.88,0.35,1.3,0,0.16,0.33,30.84,20.77,20.79,468.4,94.4
6/5/2017 8:00,1.3,0,0.6,0.4,1,0,0.14,0.27,54.81,20.8,20.85,468.4,94.6
6/5/2017 8:15,1.55,0,0.68,0.43,0,0,0,0,340.9,21.07,21.16,468.9,94.6
6/5/2017 8:30,1.29,0,0.86,0.26,0,0,0,0,318.7,21.19,21.31,468.9,94.4
6/5/2017 8:45,2.03,0.32,1.15,0.41,1.75,0,0.51,0.56,7.955,21.26,21.36,468.9,94.5
6/5/2017 9:00,1.88,0.3,1.07,0.35,1.45,0,0.53,0.48,316.4,21.31,21.42,468.9,94.5
6/5/2017 9:15,2.7,0.53,1.56,0.44,2.43,0,1.29,0.55,3.669,21.57,21.69,467.2,94.3
6/5/2017 9:30,3.39,1.38,2.51,0.48,3.33,0.93,2.09,0.53,334.2,21.82,22,467.2,93.8
6/5/2017 9:45,3.19,0.91,2.12,0.54,2.73,0,1.56,0.69,156.2,22.56,22.74,467.2,92.8
6/5/2017 10:00,3.51,0.72,2.36,0.65,3.1,0,1.81,0.59,10.3,22.94,23.11,467.2,91.2
6/5/2017 10:15,3.71,1.18,2.35,0.57,2.95,0.85,1.87,0.51,29.54,23.33,23.45,465.2,88.6
6/5/2017 10:30,3.75,0.91,2.24,0.56,2.95,0.33,1.77,0.47,38.41,23.73,23.92,465.2,84.6
6/5/2017 10:45,3.63,0.82,2.58,0.55,3.4,0.7,2.24,0.55,51.28,23.86,24.11,465.2,83.9
6/5/2017 11:00,4.07,1.45,2.89,0.66,3.7,1.45,2.48,0.53,46.07,23.83,24.11,465.2,82.4
6/5/2017 11:15,4.98,1.91,3.15,0.63,4.15,1.45,2.72,0.59,50.05,24.23,24.56,463.4,79.41
6/5/2017 11:30,4.55,1.21,2.81,0.69,3.55,0.63,2.24,0.54,30.2,24.39,24.66,463.4,77.14
6/5/2017 11:45,4.79,1.95,3.38,0.65,3.85,1.3,2.68,0.6,8.65,24.84,25.16,463.4,75.95
6/5/2017 12:00,4.47,1.42,3.1,0.67,3.78,1.3,2.51,0.53,49.53,24.76,25.05,463.4,76.81
6/5/2017 12:15,3.97,1.51,2.69,0.51,3.63,1.15,2.19,0.48,9.47,24.93,25.32,462.6,77.27
6/5/2017 12:30,4.2,0.77,2.66,0.72,3.55,0,2.2,0.66,8.85,25.6,26.11,462.6,71.55
6/5/2017 12:45,7.98,1.75,4.21,1.3,6.03,1.83,3.39,0.87,38.76,24.71,25.13,462.6,81.5
6/5/2017 13:00,5.19,0.7,2.6,1.05,4.15,0,2.26,0.99,55.26,22.05,22.11,462.6,88.3
6/5/2017 13:15,2.14,0.37,1.23,0.38,1.75,0,0.8,0.47,47.46,22.4,22.49,463,87.5
6/5/2017 13:30,2.38,0.76,1.56,0.3,2.58,0.4,1.43,0.42,61.96,22.86,22.99,463,87
6/5/2017 13:45,2.91,0.95,1.73,0.5,2.73,0.55,1.51,0.46,56.15,23.72,23.87,463,77.1
6/5/2017 14:00,4.36,1.34,2.62,0.55,4.38,1.23,2.45,0.62,86.2,24.12,24.41,463,76.53
6/5/2017 14:15,4.32,1.76,2.99,0.52,4.3,1.08,2.75,0.6,46.26,24.47,24.97,462.8,72.26
6/5/2017 14:30,6.58,2.53,4.25,0.88,5.57,1.9,3.52,0.76,2.022,24.75,25.13,462.8,77.58
6/5/2017 14:45,7.9,2.74,5.01,1.27,7.08,1.98,4.07,1.18,351.8,22.86,23.09,462.8,82.1
6/5/2017 15:00,4.6,1.01,2.6,0.87,3.48,0,1.96,0.77,31.58,21.53,21.65,462.8,89.3
6/5/2017 15:15,3.61,1.02,2.1,0.48,2.58,0.85,1.64,0.37,44.58,21.73,21.78,464.2,90.6
6/5/2017 15:30,3.73,1.62,2.47,0.42,2.95,1.3,1.99,0.37,24.82,21.98,22.02,464.2,90.5
6/5/2017 15:45,2.77,0.94,1.82,0.5,3.03,0,1.31,0.54,5.627,22.25,22.32,464.2,90
6/5/2017 16:00,2.47,0.71,1.66,0.39,2.13,0,1.33,0.4,51.19,22.64,22.76,464.2,88.1
6/5/2017 16:15,3.45,1.14,2.2,0.5,2.73,0.48,1.63,0.43,41.01,23.19,23.33,465.2,84.9
6/5/2017 16:30,2.87,0.72,1.61,0.43,2.05,0,1.16,0.5,5.362,23.46,23.52,465.2,83.9
6/5/2017 16:45,2.4,0.44,1.42,0.44,1.83,0,0.92,0.54,349.9,23.66,23.82,465.2,81.4
6/5/2017 17:00,3.06,0.67,1.86,0.47,2.65,0,1.4,0.49,3.821,23.89,24.11,465.2,80.7
6/5/2017 17:15,2.62,0.95,1.5,0.4,1.98,0,1.12,0.41,342,24.05,24.22,463.4,80
6/5/2017 17:30,2.7,0.74,1.66,0.38,2.28,0.33,1.31,0.43,340,24.33,24.53,463.4,77.73
6/5/2017 17:45,2.63,0.86,1.63,0.37,2.28,0,1.34,0.41,310.2,24.49,24.67,463.4,76.41
6/5/2017 18:00,3.04,1,1.98,0.42,3.1,0.78,1.64,0.41,335.2,24.53,24.72,463.4,75.49
6/5/2017 18:15,2.88,0.96,2.05,0.48,2.73,0.4,1.65,0.46,329.4,24.64,24.81,463.2,75.24
6/5/2017 18:30,2.75,1,1.85,0.4,2.65,0.33,1.46,0.38,329.1,24.89,25.1,463.2,72.43
6/5/2017 18:45,2.74,0.97,1.73,0.33,2.35,0.7,1.37,0.31,339.1,25.07,25.3,463.2,72.64
6/5/2017 19:00,2.72,0.76,1.79,0.42,2.35,0.55,1.42,0.37,348.5,25.08,25.25,463.2,72.74
6/5/2017 19:15,2.98,1.05,1.79,0.44,2.65,0.63,1.37,0.43,346.4,25.1,25.21,463.2,72.59
6/5/2017 19:30,3.4,1.22,2.21,0.48,2.88,0.78,1.7,0.4,352.3,25.08,25.26,463.2,72.17
6/5/2017 19:45,4,1.66,2.83,0.54,3.4,1.23,2.19,0.49,345.8,25.19,25.39,463.2,69.95
6/5/2017 20:00,3.29,1.38,2.27,0.45,3.1,0.48,1.54,0.42,16.85,24.84,24.84,463.2,73.37
6/5/2017 20:15,2.64,1.1,1.87,0.32,1.83,0,1.08,0.34,27.79,24.66,24.66,462.8,74.73
6/5/2017 20:30,2.11,1.03,1.52,0.25,1.53,0,0.81,0.4,6.626,24.29,24.25,462.8,75.97
6/5/2017 20:45,1.96,0.91,1.45,0.25,1.45,0,0.83,0.32,337.3,23.96,23.71,462.8,77.74
6/5/2017 21:00,2.53,1.28,1.98,0.25,1.83,0.55,1.21,0.26,340.6,23.64,23.29,462.8,79.65
6/5/2017 21:15,2.05,0.98,1.54,0.21,1.3,0,0.8,0.29,305.2,23.43,23.06,464.4,82
6/5/2017 21:30,2.18,0.78,1.4,0.42,1.53,0,0.55,0.53,345.8,23.26,22.8,464.4,83.3
6/5/2017 21:45,2.24,1,1.49,0.33,1.53,0,0.72,0.48,346.4,23.3,22.83,464.4,83.4
6/5/2017 22:00,1.62,0.57,1.1,0.22,0.93,0,0.08,0.21,354.1,23.27,22.8,464.4,83.7
6/5/2017 22:15,1.54,0.67,1.08,0.19,1,0,0.21,0.31,303.1,23.26,22.8,465.4,83.9
6/5/2017 22:30,1.16,0.45,0.73,0.19,0,0,0,0,291.9,23.08,22.47,465.4,85.5
6/5/2017 22:45,1.28,0.6,0.89,0.17,0.7,0,0.04,0.14,278,23.04,22.25,465.4,87.7
6/5/2017 23:00,2.08,0.82,1.46,0.34,1.3,0,0.71,0.41,307.2,22.9,22.17,465.4,88.4
6/5/2017 23:15,2.04,1.01,1.5,0.25,1.23,0,0.6,0.34,313.5,22.62,22.11,466,88.6
6/5/2017 23:30,1.93,1.23,1.52,0.14,1.23,0,0.78,0.21,306.6,22.59,22.09,466,88.7
6/5/2017 23:45,2.09,1.22,1.64,0.19,1.45,0,0.87,0.25,308.6,22.37,21.98,466,88.7
6/6/2017 0:00,2.52,1.14,1.76,0.34,1.75,0,0.97,0.36,314.1,22.15,21.71,466,89.7
6/6/2017 0:15,2.7,1.71,2.19,0.2,1.9,1,1.41,0.19,297.6,22.12,21.66,467.1,90
6/6/2017 0:30,2.22,1.34,1.77,0.19,1.53,0,1,0.23,287.3,21.84,21.48,467.1,90.5
6/6/2017 0:45,2.42,1.16,1.74,0.28,1.6,0.4,1.04,0.26,324.1,21.89,21.56,467.1,90.3
6/6/2017 1:00,2.27,1.28,1.77,0.21,1.68,0.33,1.13,0.26,318.4,21.67,21.4,467.1,90.6
6/6/2017 1:15,2.2,1.06,1.66,0.26,1.68,0,0.96,0.34,315.9,21.54,21.24,467.6,91.2
6/6/2017 1:30,2.72,1.59,2.05,0.27,1.9,0.78,1.19,0.27,296.3,21.4,21.07,467.6,91.7
6/6/2017 1:45,2.39,1.25,1.81,0.21,1.75,0.55,1.15,0.23,321.8,21.23,20.96,467.6,92.2
6/6/2017 2:00,2.31,1.24,1.73,0.24,1.75,0,0.99,0.32,328.3,21.27,20.95,467.6,92.3
6/6/2017 2:15,2.57,1.49,2.08,0.23,1.9,0.7,1.31,0.25,312.3,21.27,20.93,467.8,92.5
6/6/2017 2:30,2.12,1.3,1.81,0.15,1.23,0.4,0.96,0.17,294.8,21.11,20.72,467.8,92.9
6/6/2017 2:45,1.97,1.14,1.55,0.19,1.15,0,0.77,0.25,324.1,21.16,20.72,467.8,93
6/6/2017 3:00,2.15,1.09,1.63,0.21,1.3,0.25,0.94,0.2,306.2,21.25,20.8,467.8,92.8
6/6/2017 3:15,2.46,1.6,1.99,0.21,1.68,0.25,1.1,0.23,306.3,20.91,20.51,468.3,93
6/6/2017 3:30,2.29,1.24,1.78,0.21,1.75,0,1.06,0.26,323.2,20.79,20.42,468.3,93.1
6/6/2017 3:45,2.62,1.46,1.94,0.21,1.83,0.85,1.28,0.23,315,20.68,20.35,468.3,93.3
6/6/2017 4:00,3.12,1.46,2.17,0.28,2.13,0.85,1.39,0.24,320.8,20.57,20.24,468.3,93.4
6/6/2017 4:15,2.76,1.26,1.9,0.28,2.05,0.78,1.24,0.27,338.9,20.51,20.19,468.6,93.4
6/6/2017 4:30,2.57,1.5,1.89,0.21,1.9,0.78,1.3,0.26,330.3,20.55,20.24,468.6,93.4
6/6/2017 4:45,2.72,1.43,2.06,0.3,2.35,0.78,1.35,0.31,299.6,20.44,20.16,468.6,93.6
6/6/2017 5:00,2.92,1.6,2.2,0.27,2.2,1,1.44,0.26,322.6,20.37,20.04,468.6,93.7
6/6/2017 5:15,2.19,1.28,1.75,0.21,1.83,0,1.07,0.29,308,20.3,20.01,468.9,93.7
6/6/2017 5:30,2.18,1.23,1.75,0.17,1.53,0.55,1.05,0.18,321.6,20.25,19.92,468.9,93.7
6/6/2017 5:45,2.62,1.29,1.94,0.29,1.9,0.4,1.24,0.28,321.1,20.19,19.88,468.9,93.8
6/6/2017 6:00,2.03,1.04,1.57,0.22,1.53,0.33,0.97,0.24,331.9,20.11,19.83,468.9,93.8
6/6/2017 6:15,2.21,1.22,1.82,0.21,1.6,0.63,1.14,0.22,332.5,20.12,19.85,469.2,93.9
6/6/2017 6:30,2.45,1.26,1.93,0.23,1.9,0.55,1.26,0.27,317.1,20.09,19.85,469.2,93.9
6/6/2017 6:45,3.03,1.38,2.21,0.33,2.35,0.93,1.54,0.27,319.4,20.19,19.99,469.2,93.9
6/6/2017 7:00,3.03,1.64,2.33,0.26,2.5,1.15,1.76,0.27,338.3,20.46,20.35,469.2,93.7
6/6/2017 7:15,2.99,1.48,2.04,0.35,2.5,0.93,1.62,0.32,340.3,20.91,20.91,469.1,93.2
6/6/2017 7:30,3.15,1.09,1.98,0.4,2.58,0.78,1.52,0.38,332.8,21.41,21.54,469.1,92
6/6/2017 7:45,3.34,1.37,2.27,0.4,2.8,1.15,1.98,0.38,339.1,21.87,21.99,469.1,90.7
6/6/2017 8:00,3.86,1.3,2.53,0.55,3.25,1.08,2.14,0.52,339.4,22.46,22.64,469,88.5
6/6/2017 8:15,3.71,1.53,2.58,0.5,3.4,1.45,2.25,0.46,331.1,23.06,23.23,466.7,85.8
6/6/2017 8:30,4.68,1.46,2.77,0.71,3.78,1.38,2.33,0.56,5.127,23.69,23.93,466.7,82.7
6/6/2017 8:45,4.52,1.62,3.03,0.7,3.78,1.3,2.46,0.51,9.11,24.39,24.65,466.7,77.48
6/6/2017 9:00,5.31,1.37,3.34,0.74,4.23,1.45,2.71,0.65,5.72,24.76,25.08,466.7,72.85
6/6/2017 9:15,4.6,1.55,3.42,0.73,4.45,1.45,2.82,0.62,20.01,25.19,25.48,464.2,72.29
6/6/2017 9:30,4.93,1.54,3.2,0.76,4.45,1.23,2.7,0.68,342.5,25.67,26.07,464.2,69.83
6/6/2017 9:45,5.38,1.32,3.12,0.85,5.5,1.23,2.59,0.7,28.08,26.05,26.49,464.2,66.63
6/6/2017 10:00,5.19,2.17,3.93,0.75,4.53,1.75,3.24,0.67,11.76,26.23,26.73,464.2,64.1
6/6/2017 10:15,6.37,1.49,3.84,0.96,5.65,1.3,3.31,0.88,233.4,26.56,27.03,462,63.07
6/6/2017 10:30,5.58,2.03,3.78,0.78,4.6,1.9,3.18,0.64,31.97,26.87,27.35,462,60.81
6/6/2017 10:45,6.94,1.76,3.92,0.88,4.68,1.38,3.27,0.7,31.43,27.07,27.49,462,59.6
6/6/2017 11:00,5.96,1.28,3.71,1.07,5.05,1.15,3.13,0.94,13.53,27.61,28.16,462,57.64
6/6/2017 11:15,6.16,2.76,4.46,0.78,5.35,2.2,3.67,0.71,3.386,27.57,28.16,460.6,55.73
6/6/2017 11:30,6.03,1.94,4.29,0.95,5.43,1.45,3.48,0.86,7.284,28.01,28.52,460.6,53.88
6/6/2017 11:45,5.62,1.88,3.84,0.75,4.83,1.83,3.22,0.64,5.891,28.32,28.82,460.6,50.98
6/6/2017 12:00,6.11,1.88,3.88,0.91,5.57,1.75,3.17,0.74,11.42,28.6,29.11,460.5,49.9
6/6/2017 12:15,6.64,2.06,4.03,0.97,5.88,1.98,3.4,0.82,30.59,28.88,29.39,458.7,50.82
6/6/2017 12:30,5.91,1.38,3.46,1.02,5.5,0.7,2.85,1.01,6.032,29.53,30.03,458.7,49.77
6/6/2017 12:45,6.29,1.9,4.18,1.02,5.65,1.6,3.35,0.82,0.094,29.88,30.41,458.7,46.55
6/6/2017 13:00,6.58,2.54,4.35,0.97,5.5,2.13,3.48,0.74,45.44,30.04,30.59,458.7,41.95
6/6/2017 13:15,6.49,2.27,4.55,0.92,5.35,1.68,3.74,0.79,44.84,30.32,30.8,457.5,40.44
6/6/2017 13:30,6.65,2.02,4.38,0.98,6.48,2.28,3.69,0.8,294.5,30.57,31.06,457.5,38.33
6/6/2017 13:45,6.94,2.01,4.2,0.93,6.25,1.83,3.47,0.7,26.37,30.73,31.26,457.5,36.07
6/6/2017 14:00,7.38,2.01,4.71,1.22,5.8,1.53,3.76,0.94,10.12,31.01,31.52,457.5,32.95
6/6/2017 14:15,7.86,2.68,4.63,0.94,5.73,2.05,3.77,0.81,11.02,31,31.52,457.3,33.57
6/6/2017 14:30,7.55,2.28,4.88,1.09,5.88,2.13,3.94,0.89,0.429,31.36,31.85,457.3,29.38
6/6/2017 14:45,7.43,2.67,5.23,1.08,6.4,2.05,4.34,0.9,14.52,31.39,31.84,457.3,27.73
6/6/2017 15:00,7.95,3.27,5.08,1,7,2.43,4.29,0.83,27.89,31.5,31.92,457.3,31.17
6/6/2017 15:15,8.13,1.91,4.86,1.11,6.78,2.35,4.08,0.84,7.443,31.57,31.96,456.5,32.12
6/6/2017 15:30,7.52,2.51,4.9,1,5.65,2.05,3.96,0.73,9.67,31.62,32.1,456.5,32.3
6/6/2017 15:45,7.52,2.33,5,1.1,6.1,1.98,4,0.8,44.13,31.47,31.85,456.5,31.92
6/6/2017 16:00,6.3,2.44,4.24,1.02,5.5,2.2,3.36,0.86,353.9,31.51,31.95,456.5,32.09
6/6/2017 16:15,6.58,1.56,3.83,1.02,4.68,1.38,3.05,0.82,350,31.77,32.19,456.4,29.25
6/6/2017 16:30,6.58,2.07,4.3,1.02,5.88,1.83,3.44,0.81,55.68,31.95,32.39,456.4,29.9
6/6/2017 16:45,6.58,2.06,4.46,0.98,5.27,1.83,3.6,0.78,33.33,31.85,32.2,456.4,32.08
6/6/2017 17:00,6.39,2.5,4.5,0.87,6.03,2.13,3.7,0.79,350.8,32.04,32.37,456.4,29.01
6/6/2017 17:15,5.94,2.28,3.97,0.87,5.73,1.68,3.29,0.78,1.582,32.22,32.58,456,29.54
6/6/2017 17:30,6.11,2.1,3.91,1.02,5.27,1.53,3.07,0.88,11,32.19,32.55,456,29.54
6/6/2017 17:45,6.58,2.01,4.34,0.9,5.5,2.13,3.56,0.69,10.56,31.97,32.24,456,29.89
6/6/2017 18:00,6.86,2.22,4.11,1.02,5.65,1.68,3.21,0.82,2.128,31.95,32.27,456,29.74
6/6/2017 18:15,5.33,1.95,3.47,0.78,4.75,1.6,3,0.69,10.4,31.9,32.18,456.3,30.72
6/6/2017 18:30,4.04,1.06,2.36,0.66,3.33,0.33,1.78,0.54,8.46,31.53,31.77,456.3,37.19
6/6/2017 18:45,2.81,1.02,1.86,0.35,2.28,0,1.35,0.4,352.5,31.35,31.62,456.3,34.25
6/6/2017 19:00,4.82,1.52,2.95,0.62,3.4,1.15,2.1,0.53,17.02,31.02,31.07,456.3,36.08
6/6/2017 19:15,2.55,0.86,1.51,0.41,1.98,0,0.77,0.46,3.157,30.07,29.94,456.9,39.62
6/6/2017 19:30,1.72,0.82,1.23,0.2,0.85,0,0.31,0.33,0.094,29.8,29.56,456.9,40.3
6/6/2017 19:45,2.01,0.74,1.25,0.21,1.45,0,0.5,0.41,16.56,29.78,29.79,456.9,40.77
6/6/2017 20:00,2.2,0.93,1.6,0.26,1.6,0,0.81,0.34,9.01,29.42,29.6,456.9,43.94
6/6/2017 20:15,1.95,0.93,1.47,0.2,1.3,0,0.67,0.39,15.52,28.76,28.53,458.7,48.59
6/6/2017 20:30,2.28,1.14,1.61,0.26,1.45,0,0.63,0.42,10.21,28.37,27.87,458.7,49.07
6/6/2017 20:45,1.95,1.17,1.42,0.17,1.23,0,0.42,0.45,296.8,28.01,27.3,458.7,50.39
6/6/2017 21:00,1.96,1.25,1.58,0.14,1.15,0.55,0.9,0.14,351,28.02,27.06,458.7,49.51
6/6/2017 21:15,2.07,1.19,1.59,0.16,1.3,0,0.78,0.24,350.9,28.06,27.23,461.3,49.24
6/6/2017 21:30,3.01,1.19,2.04,0.37,2.05,0,1.24,0.44,318.9,27.71,26.97,461.3,50.02
6/6/2017 21:45,2.67,1.52,2.15,0.2,2.05,0.85,1.43,0.27,335.3,26.97,26.26,461.3,52.48
6/6/2017 22:00,2.72,1.16,2,0.38,2.05,0,1,0.6,3.257,26.34,25.64,461.4,56.72
6/6/2017 22:15,2.89,1.12,1.96,0.3,2.28,0,1.15,0.42,350,25.8,25.03,462.9,58.02
6/6/2017 22:30,2.32,1.34,1.91,0.17,1.45,0.55,0.98,0.17,346.5,25.5,24.64,462.9,59.27
6/6/2017 22:45,2.77,1.42,2.03,0.33,1.98,0.78,1.24,0.3,330.8,25.16,24.39,462.9,62.22
6/6/2017 23:00,2.47,1.55,2.02,0.16,1.9,0.78,1.28,0.2,344.2,24.85,24.09,462.9,62.93
6/6/2017 23:15,2.24,1.49,1.95,0.14,1.6,0.48,1.2,0.22,346.3,24.37,23.66,464.4,64.92
